year,stname,numbirth_hispnativeb_nonmex,numbirth_hisp_nonmexican_nativeb,numbirth_hispforb_other,numbirth_hispforb_mex,numbirth_hisp_mexican_nativeb,numbirth_educ_miss_hispforb,numbirth_gtc_hispforb,numbirth_ba_hispforb,numbirth_somecoll_hispforb,numbirth_hsgrad_hispforb,numbirth_lesshs_hispforb,numbirth_hisp_nonnativeb3544,numbirth_hisp_nonnativeb2534,numbirth_hisp_nonnativeb2024,numbirth_hisp_nonnativeb1519,numbirth_hisp_missnativeb,numbirth_hisp_nonnativeb,numbirth_hisp_nativeb,numbirth_educ_miss_hisp_3544,numbirth_gtc_hisp_3544,numbirth_ba_hisp_3544,numbirth_somecoll_hisp_3544,numbirth_hsgrad_hisp_3544,numbirth_lesshs_hisp_3544,numbirth_educ_miss_hisp_2534,numbirth_gtc_hisp_2534,numbirth_ba_hisp_2534,numbirth_somecoll_hisp_2534,numbirth_hsgrad_hisp_2534,numbirth_lesshs_hisp_2534,numbirth_educ_miss_hisp_2024,numbirth_gtc_hisp_2024,numbirth_ba_hisp_2024,numbirth_somecoll_hisp_2024,numbirth_hsgrad_hisp_2024,numbirth_lesshs_hisp_2024,numbirth_educ_miss_hisp_1519,numbirth_gtc_hisp_1519,numbirth_ba_hisp_1519,numbirth_somecoll_hisp_1519,numbirth_hsgrad_hisp_1519,numbirth_lesshs_hisp_1519,numbirth_educ_miss_blacknh_3544,numbirth_gtc_blacknh_3544,numbirth_ba_blacknh_3544,numbirth_somecoll_blacknh_3544,numbirth_hsgrad_blacknh_3544,numbirth_lesshs_blacknh_3544,numbirth_educ_miss_blacknh_2534,numbirth_gtc_blacknh_2534,numbirth_ba_blacknh_2534,numbirth_somecoll_blacknh_2534,numbirth_hsgrad_blacknh_2534,numbirth_lesshs_blacknh_2534,numbirth_educ_miss_blacknh_2024,numbirth_gtc_blacknh_2024,numbirth_ba_blacknh_2024,numbirth_somecoll_blacknh_2024,numbirth_hsgrad_blacknh_2024,numbirth_lesshs_blacknh_2024,numbirth_educ_miss_blacknh_1519,numbirth_gtc_blacknh_1519,numbirth_ba_blacknh_1519,numbirth_somecoll_blacknh_1519,numbirth_hsgrad_blacknh_1519,numbirth_lesshs_blacknh_1519,numbirth_educ_miss_whitenh_3544,numbirth_gtc_whitenh_3544,numbirth_ba_whitenh_3544,numbirth_somecoll_whitenh_3544,numbirth_hsgrad_whitenh_3544,numbirth_lesshs_whitenh_3544,numbirth_educ_miss_whitenh_2534,numbirth_gtc_whitenh_2534,numbirth_ba_whitenh_2534,numbirth_somecoll_whitenh_2534,numbirth_hsgrad_whitenh_2534,numbirth_lesshs_whitenh_2534,numbirth_educ_miss_whitenh_2024,numbirth_gtc_whitenh_2024,numbirth_ba_whitenh_2024,numbirth_somecoll_whitenh_2024,numbirth_hsgrad_whitenh_2024,numbirth_lesshs_whitenh_2024,numbirth_educ_miss_whitenh_1519,numbirth_gtc_whitenh_1519,numbirth_ba_whitenh_1519,numbirth_somecoll_whitenh_1519,numbirth_hsgrad_whitenh_1519,numbirth_lesshs_whitenh_1519,numbirth_educ_miss_3544,numbirth_gtc_3544,numbirth_ba_3544,numbirth_somecoll_3544,numbirth_hsgrad_3544,numbirth_lesshs_3544,numbirth_educ_miss_2534,numbirth_gtc_2534,numbirth_ba_2534,numbirth_somecoll_2534,numbirth_hsgrad_2534,numbirth_lesshs_2534,numbirth_educ_miss_2024,numbirth_gtc_2024,numbirth_ba_2024,numbirth_somecoll_2024,numbirth_hsgrad_2024,numbirth_lesshs_2024,numbirth_married,numbirth_unmarried,numbirth_hisp,numbirth_blacknh,numbirth_whitenh,numbirth_educ_miss_45plus,numbirth_gtc_45plus,numbirth_ba_45plus,numbirth_somecoll_45plus,numbirth_hsgrad_45plus,numbirth_lesshs_45plus,numbirth_educ_miss_1519,numbirth_gtc_1519,numbirth_ba_1519,numbirth_somecoll_1519,numbirth_hsgrad_1519,numbirth_lesshs_1519,numbirth_educ_miss,numbirth_gtc,numbirth_ba,numbirth_somecoll,numbirth_hsgrad,numbirth_lesshs,numbirth45plus,numbirth4044,numbirth3539,numbirth3034,numbirth2529,numbirth2024,numbirth1519,state,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544,numbirth2034,numbirth3544,numbirth1544,numbirth1545plus,pop1544,brate1519,brate2034,brate3544,brate1544,numbirth_colgrad_1519,numbirth_colgrad_2024,numbirth_colgrad_2534,numbirth_colgrad_3544,numbirth_colgrad,numbirth_alleduc,numbirth_whitenhblacknhhisp,numbirth_marriedunmarried,numbirth_noorderbirth_2044,numbirth_fourthbirth_2044,numbirth_thirdbirth_2044,numbirth_secondbirth_2044,numbirth_firstbirth_2044,numbirth_noorderbirth,numbirth_fourthbirth,numbirth_thirdbirth,numbirth_secondbirth,numbirth_firstbirth
1990,WV,8,22096,44,11,10,NA,10,14,10,8,13,10,31,12,2,NA,55,18,0,5,3,1,1,2,0,8,8,11,5,4,0,1,4,3,5,7,0,0,0,0,2,3,1,3,4,13,21,3,5,11,41,99,146,32,5,3,9,56,155,52,6,0,0,18,67,97,5,197,220,250,453,147,32,607,1314,1979,4316,1167,43,38,196,1118,3793,1842,40,0,0,127,1323,2289,6,209,232,265,481,153,41,645,1376,2107,4478,1207,51,44,210,1181,3958,1904,16835,5689,73,847,21496,NA,NA,2,NA,1,3,46,0,0,146,1393,2391,98,898,1818,3553,8917,3264,6,163,1183,3575,6279,7348,3976,54,404134,13038,12655,13590,14252,15298,14080,12711,11725,11386,11568,12043,12335,12707,12373,13755,13980,13991,14473,14925,14836,14666,14342,14598,13774,14595,14277,13776,13670,14234,10481,68833,61470,135418,196888,138413,0,65501,58660,129669,188329,133118,133118,2524,2045,4451,6496,3747,0,339,292,558,850,606,0,469,473,740,1213,942,0,0.18941496312618256,0.18385076522827148,0.19743436574935913,0.2070518434047699,0.22224804759025574,0.07151273638010025,0.06455954909324646,0.05955162271857262,0.057829830795526505,0.05875421687960625,0.061166755855083466,0.06264983117580414,0.06453923135995865,0.06284283101558685,0.06986205279827118,0.07100483775138855,0.07106070220470428,0.07350879907608032,0.07580451667308807,0.07535248249769211,0.1059582531452179,0.10361743718385696,0.10546696931123734,0.09951377660036087,0.10544529557228088,0.10314782708883286,0.0995282232761383,0.0987624004483223,0.10283716022968292,0.07572265714406967,0.42929989099502563,335301,386948,12767,1795,17202,1346,22524,22530,404134,-2.851407051086426,-2.4376094341278076,-4.6331048011779785,-2.887165069580078,0,254,2021,441,2716,18450,22416,22524,17,1531,3141,7038,6821,22,1554,3247,7732,9975
1991,WV,11,22080,34,13,15,1,9,6,13,6,12,6,27,10,4,NA,47,26,0,4,1,1,0,0,1,5,7,11,6,9,0,0,0,4,6,9,0,0,0,2,4,3,0,2,6,19,20,5,2,5,20,75,155,22,6,1,3,64,135,48,1,0,0,13,71,117,10,202,229,333,473,152,32,578,1123,1976,4206,1212,37,50,213,1237,3874,1855,37,0,0,119,1290,2239,11,213,240,354,496,158,37,612,1166,2078,4379,1244,44,51,218,1312,4021,1914,16462,5986,73,790,21477,NA,1,1,1,2,3,38,0,0,134,1368,2360,92,876,1624,3744,8896,3316,8,214,1258,3449,6067,7560,3900,54,405594,12710,12964,13322,13457,14782,15094,13728,12348,11507,11600,11241,11757,12325,11886,13297,13208,13494,13858,14564,15364,14622,14432,14647,13831,15256,14331,13916,13688,13623,14742,67235,64277,130994,195271,143088,0,63950,61158,125535,186693,137539,137539,2446,2225,4146,6371,3995,0,352,318,575,893,575,0,487,576,738,1314,979,0,0.1890384405851364,0.19281624257564545,0.19814084470272064,0.20014873147010803,0.21985572576522827,0.07729770243167877,0.07030230015516281,0.06323519349098206,0.05892835929989815,0.05940462276339531,0.05756615102291107,0.06020863354206085,0.06311741471290588,0.0608692541718483,0.06809511035680771,0.06763932853937149,0.06910396367311478,0.07096803933382034,0.07458353042602539,0.07868039608001709,0.10218886286020279,0.10086100548505783,0.10236357897520065,0.0966607928276062,0.1066197007894516,0.10015515238046646,0.09725483506917953,0.09566140919923782,0.09520714730024338,0.10302750766277313,0.4200044572353363,338359,388182,12812,1820,17076,1472,22448,22456,405594,-2.847217321395874,-2.4367144107818604,-4.57683801651001,-2.894151210784912,0,269,1778,453,2500,18456,22340,22448,14,1590,3146,6941,6857,17,1606,3254,7583,9996
1992,WV,11,21725,29,21,14,NA,4,10,8,10,17,5,30,9,5,NA,49,25,0,1,3,0,2,0,0,3,7,9,14,9,0,0,1,2,7,7,0,0,0,0,3,6,0,1,8,12,23,6,4,8,32,89,120,30,1,2,16,82,133,58,3,0,0,11,52,115,6,220,192,312,498,130,37,579,1133,2108,3997,1071,45,48,187,1292,3863,1851,43,0,0,124,1275,2120,6,226,209,326,525,138,43,601,1195,2222,4139,1114,47,52,205,1381,4005,1917,16010,6099,74,806,21131,1,1,1,2,2,1,46,0,0,137,1332,2243,96,879,1609,3929,8669,3169,8,204,1226,3447,5867,7607,3758,54,403549,13318,12674,13677,13201,13922,14593,14670,13276,12093,11637,11322,10944,11800,11574,12678,12881,12829,13444,13975,15009,15237,14422,14701,13962,15193,15006,13969,13820,13659,14063,66792,66269,126456,192725,144032,0,63486,63062,121063,184125,138328,138328,2448,2164,3925,6089,4200,0,365,385,627,1012,582,0,493,658,841,1499,922,0,0.19939513504505157,0.18975326418876648,0.204770028591156,0.1976434290409088,0.20843814313411713,0.07571928948163986,0.0761188194155693,0.06888572126626968,0.06274744123220444,0.06038137152791023,0.05874691903591156,0.05678557604551315,0.061227135360240936,0.0600544810295105,0.06578285247087479,0.0668361634016037,0.0665663480758667,0.06975742429494858,0.07251264899969101,0.07787780463695526,0.10578899085521698,0.10013052821159363,0.10206759721040726,0.09693679213523865,0.10548350214958191,0.10418517887592316,0.09698539227247238,0.0959509015083313,0.09483309090137482,0.09763802587985992,0.40608155727386475,336757,385939,12737,1959,16921,1430,22109,22117,403549,-2.8776965141296387,-2.432708740234375,-4.612360954284668,-2.904313087463379,0,257,1796,435,2488,18255,22011,22109,9,1520,3142,6925,6755,11,1540,3255,7592,9719
1993,WV,17,21282,39,16,8,3,7,8,10,11,16,6,27,16,6,NA,55,25,0,3,1,1,0,2,1,6,6,9,11,6,1,0,2,4,11,8,1,0,0,0,2,5,0,3,8,11,25,1,9,10,22,71,133,18,3,3,8,90,153,49,4,0,0,12,59,117,6,196,189,324,525,138,40,547,1117,2189,3822,966,35,61,234,1452,3685,1630,29,0,0,133,1230,2140,6,208,202,337,551,143,53,587,1168,2282,3979,992,40,66,246,1553,3860,1690,15455,6246,80,809,20688,NA,1,1,1,NA,1,34,0,0,146,1292,2266,99,861,1616,4172,8390,2825,4,201,1246,3367,5694,7455,3738,54,403319,13306,13312,13413,13586,13661,13800,14191,14152,12976,12154,11422,10990,11057,11158,12292,12433,12636,12881,13675,14470,15030,15086,14697,14153,15249,15029,14687,13890,13853,14080,67278,67273,123014,190287,145754,0,63938,63963,117819,181782,139856,139856,2487,2208,3706,5914,4372,0,370,407,604,1011,607,0,483,695,885,1580,919,0,0.19777639210224152,0.1978655755519867,0.19936680793762207,0.2019382268190384,0.20305299758911133,0.07252202928066254,0.07457682490348816,0.07437186688184738,0.06819172948598862,0.06387194246053696,0.06002511829137802,0.057754866778850555,0.05810696631669998,0.05863774195313454,0.06459715962409973,0.0653381496667862,0.06640495359897614,0.06769248843193054,0.07186512649059296,0.0760430321097374,0.10311895608901978,0.10350316017866135,0.10083428025245667,0.09710196405649185,0.10462148487567902,0.10311209410429001,0.10076567530632019,0.09529755264520645,0.09504370391368866,0.09660112112760544,0.4049912095069885,336041,385576,12773,1988,16516,1447,21701,21705,403319,-2.89028263092041,-2.4442038536071777,-4.612427711486816,-2.9223694801330566,0,312,1755,410,2477,17864,21577,21701,4,1418,3030,6700,6811,4,1432,3119,7295,9855
1994,WV,22,20895,50,18,15,1,8,8,23,17,11,14,31,19,3,NA,67,37,0,3,1,7,5,1,1,6,10,15,10,5,1,0,1,11,9,8,0,0,0,1,5,4,1,2,5,11,24,7,6,11,18,87,108,24,3,5,7,76,145,56,4,0,0,11,70,109,8,196,229,368,498,115,29,590,1219,2167,3711,895,18,62,278,1412,3606,1461,34,0,0,146,1220,2067,9,207,239,389,529,125,38,620,1267,2282,3838,926,23,69,288,1505,3767,1526,14910,6411,104,790,20329,NA,1,NA,2,3,1,38,0,0,158,1296,2182,70,896,1794,4176,8134,2577,7,203,1295,3375,5596,7178,3674,54,401626,13232,13225,13956,13284,13976,13499,13320,13568,13729,12890,11892,11020,11126,10459,11684,12057,12199,12718,13101,14101,14508,14857,15324,14210,15292,15050,14655,14591,13918,14185,67673,67006,120357,187363,146590,0,64327,63669,115110,178779,140650,140650,2508,2262,3665,5927,4421,0,381,423,648,1071,606,0,457,652,934,1586,913,0,0.19552849233150482,0.19542506337165833,0.20622700452804565,0.19629690051078796,0.20652253925800323,0.07204730808734894,0.07109194248914719,0.07241557538509369,0.0732748731970787,0.06879693269729614,0.06347037851810455,0.05881631001830101,0.05938205495476723,0.05582211911678314,0.06236023083329201,0.06435102224349976,0.06510890275239944,0.06787893176078796,0.06992308795452118,0.07526032626628876,0.09896991401910782,0.10135070234537125,0.10453645884990692,0.09693703800439835,0.10431816428899765,0.10266730189323425,0.09997271001338959,0.09953612089157104,0.09494508802890778,0.09676649421453476,0.4028194546699524,333953,383756,12856,2058,16149,1498,21321,21328,401626,-2.9134063720703125,-2.4511897563934326,-4.583508491516113,-2.935828685760498,0,357,1887,446,2690,17577,21223,21321,19,1361,2896,6699,6672,22,1373,2983,7286,9664
1995,WV,19,20663,39,11,21,NA,5,8,12,18,7,4,34,9,3,NA,50,40,0,2,0,1,1,0,0,4,12,11,16,5,0,0,3,9,10,5,0,0,0,0,5,6,0,4,5,23,25,3,2,10,28,76,118,21,6,2,8,70,156,38,3,0,0,16,63,121,7,173,226,398,513,119,38,645,1210,2295,3606,826,32,45,239,1504,3464,1407,27,0,0,142,1167,2025,7,184,235,425,539,122,40,675,1271,2399,3752,855,39,48,254,1587,3633,1451,14685,6415,90,798,20108,NA,1,NA,3,4,2,30,0,0,159,1239,2156,86,907,1760,4411,7924,2428,10,225,1287,3420,5572,7012,3584,54,398413,13523,13281,13810,13786,13549,13678,12908,12629,13067,13463,12577,11406,11130,10495,10811,11513,11862,12296,12919,13474,14165,14311,14972,14826,15142,15053,14628,14474,14542,14123,67949,65745,118483,184228,146236,0,64537,62414,113326,175740,140253,140253,2587,2279,3553,5832,4524,0,383,405,666,1071,596,0,442,647,938,1585,863,0,0.19901691377162933,0.1954554170370102,0.20324066281318665,0.20288746058940887,0.19939954578876495,0.07424495369195938,0.07006535679101944,0.06855092942714691,0.0709284171462059,0.07307792454957962,0.06826866418123245,0.0619124136865139,0.06041426956653595,0.05696745216846466,0.05868271738290787,0.0624932162463665,0.06438760459423065,0.0667433813214302,0.07012506574392319,0.07313763350248337,0.09686397016048431,0.0978623628616333,0.10238245129585266,0.10138406604528427,0.10354495793581009,0.10293634980916977,0.1000300869345665,0.0989769995212555,0.0994419977068901,0.0965767651796341,0.40228700637817383,330464,380530,12943,2050,16004,1512,21100,21110,398413,-2.9422779083251953,-2.44333553314209,-4.571788311004639,-2.938216209411621,0,302,1946,419,2667,17430,20996,21100,25,1323,2910,6581,6677,28,1334,2982,7150,9616
1996,WV,22,20203,52,26,25,1,13,8,17,16,23,11,47,17,3,NA,78,47,1,3,2,4,1,4,1,11,6,22,16,10,0,1,2,4,14,13,0,0,0,0,4,6,2,0,9,19,13,4,3,20,21,75,92,13,2,0,10,72,135,45,2,0,0,16,62,117,4,173,248,363,516,128,28,709,1323,2293,3604,771,19,60,230,1407,3256,1372,17,0,0,146,1135,1909,10,183,262,391,535,136,33,771,1366,2410,3718,797,21,64,247,1485,3412,1436,14238,6459,125,732,19711,1,3,1,5,NA,1,19,0,0,162,1204,2035,64,1018,1875,4286,7665,2369,11,219,1298,3398,5697,6665,3420,54,395201,12849,13398,13691,13672,14056,13280,13089,12197,12105,12743,13213,12043,11595,10578,10795,10763,11429,12061,12543,13308,13634,14011,14451,14647,15705,14954,14659,14478,14503,14751,67666,63414,118328,181742,145793,0,64286,60245,113065,173310,139641,139641,2555,2143,3541,5684,4626,0,402,422,678,1100,619,0,423,604,1044,1648,907,0,0.18988856673240662,0.1980019509792328,0.2023320496082306,0.20205125212669373,0.20772618055343628,0.07307061553001404,0.07201967388391495,0.06711161881685257,0.06660540401935577,0.07011587917804718,0.07270196080207825,0.06626426428556442,0.06379923224449158,0.05820338800549507,0.059397388249635696,0.059221312403678894,0.06288585066795349,0.06636330485343933,0.06901542097330093,0.07322467863559723,0.09351614862680435,0.09610200673341751,0.09911998361349106,0.1004643589258194,0.1077212244272232,0.102570079267025,0.10054666548967361,0.0993051826953888,0.099476657807827,0.10117769986391068,0.40977743268013,327535,377237,12865,2121,15760,1517,20697,20708,395201,-2.984943389892578,-2.445112943649292,-4.565453052520752,-2.9494056701660156,0,311,2137,445,2893,17213,20568,20697,29,1316,2803,6596,6533,37,1326,2877,7145,9323
1997,WV,16,20287,36,15,15,2,7,8,6,11,17,12,23,12,4,NA,51,31,0,5,2,3,2,3,0,3,8,9,9,7,2,0,0,2,9,8,0,0,0,0,4,6,1,2,7,11,23,2,2,13,27,83,86,18,2,1,15,73,141,44,2,0,0,8,71,104,7,219,274,344,525,124,21,774,1438,2302,3439,778,20,87,244,1405,3270,1401,23,0,0,127,1113,1805,9,232,290,363,553,129,24,812,1495,2410,3549,806,24,88,262,1487,3427,1456,14227,6457,82,736,19740,NA,1,1,3,5,10,25,0,0,135,1189,1919,57,1132,2047,4260,7529,2391,20,242,1334,3334,5762,6744,3268,54,389933,12643,12762,13747,13501,13844,13697,12611,12277,11628,11698,12500,12560,12234,11014,10757,10782,10715,11637,12325,12937,13511,13473,14083,14151,15336,15495,14508,14452,14476,14579,66497,61911,117461,179372,144064,0,63136,58759,112246,171005,137979,137979,2495,2171,3481,5652,4581,0,425,368,709,1077,624,0,441,613,1025,1638,880,0,0.1901288777589798,0.19191843271255493,0.20673112571239471,0.2030317187309265,0.20818984508514404,0.07636085897684097,0.07030640542507172,0.06844434887170792,0.06482616811990738,0.06521642208099365,0.06968757510185242,0.07002207636833191,0.06820462644100189,0.06140311807394028,0.05997034162282944,0.06010971590876579,0.05973619222640991,0.06487634778022766,0.06871195137500763,0.07212385535240173,0.09378470480442047,0.09352093189954758,0.09775516390800476,0.09822717308998108,0.10645268857479095,0.10755636543035507,0.10070524364709854,0.10031652450561523,0.10048311948776245,0.10119807720184326,0.41122156381607056,323436,372120,12728,2126,15840,1576,20684,20704,389933,-3.0129785537719727,-2.4269235134124756,-4.51536750793457,-2.936614513397217,0,350,2307,522,3179,17359,20558,20684,36,1296,2882,6651,6551,50,1309,2946,7204,9195
1998,WV,34,20257,15,27,16,NA,4,4,6,9,19,4,23,12,3,NA,42,50,0,2,2,0,1,2,0,5,5,13,13,7,0,0,3,4,9,16,0,0,0,1,3,6,1,3,8,16,19,7,2,18,25,71,99,27,2,2,14,85,126,41,4,0,0,25,65,95,16,218,242,379,554,117,32,823,1394,2276,3413,766,27,65,257,1393,3272,1422,25,0,0,163,1134,1693,17,230,259,400,577,127,34,877,1442,2381,3547,807,31,68,277,1493,3419,1486,14021,6676,92,755,19681,1,3,3,1,5,2,29,0,0,190,1205,1801,82,1175,1978,4274,7543,2420,15,227,1383,3273,5815,6774,3225,54,384471,12256,12541,13005,13558,13639,13464,12962,11787,11653,11158,11515,11846,12784,11649,11095,10847,10822,11009,11956,12745,13223,13391,13509,13897,14693,15128,15039,14306,14479,14515,64999,61024,116268,177292,142180,0,61618,57871,110992,168863,136136,136136,2508,2154,3527,5681,4532,0,423,388,681,1069,675,0,450,611,1068,1679,837,0,0.1885567456483841,0.19294142723083496,0.200080007314682,0.20858782529830933,0.2098339945077896,0.0759425163269043,0.07311102747917175,0.06648354232311249,0.06572772562503815,0.0629357248544693,0.06494934856891632,0.06681632250547409,0.07210703194141388,0.06570516526699066,0.06258037686347961,0.061181552708148956,0.061040543019771576,0.06209529936313629,0.06743676960468292,0.0718870535492897,0.0930018275976181,0.09418343007564545,0.09501336514949799,0.09774229675531387,0.10334083437919617,0.10640034079551697,0.10577437281608582,0.10061893612146378,0.101835697889328,0.10208889842033386,0.41842180490493774,319472,366617,12721,2167,15862,1610,20697,20712,384471,-3.003438949584961,-2.4138717651367188,-4.480859756469727,-2.921879529953003,0,345,2319,489,3153,17390,20528,20697,24,1311,3022,6655,6460,42,1325,3098,7174,9073
1999,WV,32,20213,31,20,13,2,8,8,5,11,17,8,26,10,7,NA,51,45,0,2,3,2,2,1,2,6,10,11,10,8,0,0,1,1,4,10,0,0,0,1,9,13,0,3,6,14,24,5,1,16,15,83,108,23,2,3,10,73,137,39,6,0,0,15,63,96,18,220,262,367,560,126,66,825,1514,2382,3311,713,29,69,267,1366,3350,1371,23,0,0,125,1042,1639,20,246,275,388,594,134,73,884,1567,2503,3441,751,34,74,280,1449,3508,1424,14138,6551,96,742,19645,3,1,2,1,5,2,29,0,0,142,1119,1754,127,1204,2122,4340,7543,2309,14,242,1415,3325,5894,6769,3044,54,378544,11556,12104,12689,12826,13643,13239,12703,12046,11147,11098,10994,10895,12080,12234,11632,11292,10959,11196,11377,12453,13107,13143,13427,13372,14337,14594,14718,14837,14378,14468,62818,60233,115112,175345,140381,0,59518,57040,109886,166926,134393,134393,2397,2136,3449,5585,4390,0,447,426,699,1125,680,0,456,631,1078,1709,918,0,0.18396000564098358,0.1926836222410202,0.20199623703956604,0.2041771411895752,0.2171829789876938,0.07550258189439774,0.07244575023651123,0.06869885325431824,0.06357181817293167,0.06329236924648285,0.06269925087690353,0.062134649604558945,0.06889275461435318,0.06977102160453796,0.06633779406547546,0.06439875811338425,0.06249964237213135,0.0638512670993805,0.0648835152387619,0.07101999223232269,0.09336733818054199,0.09362377971410751,0.09564684331417084,0.0952550545334816,0.10212920606136322,0.10395994037389755,0.10484325140714645,0.10569094121456146,0.10242126882076263,0.10306238383054733,0.4213601350784302,315726,360837,12372,2252,15988,1657,20689,20703,378544,-3.027069330215454,-2.3949170112609863,-4.439351558685303,-2.9067301750183105,0,354,2451,521,3326,17518,20483,20689,11,1363,3015,6743,6513,13,1376,3082,7237,8995
2000,WV,8,20360,13,13,16,NA,5,1,3,8,9,3,13,8,2,NA,26,24,0,2,0,0,4,0,0,4,2,4,7,5,0,0,1,0,7,9,0,0,0,0,2,3,0,4,5,21,15,2,3,17,28,84,107,17,10,3,8,72,164,48,5,0,0,7,52,94,4,211,302,394,571,122,43,914,1573,2412,3228,723,36,85,295,1485,3378,1387,25,0,0,105,1003,1530,5,224,312,416,591,124,48,962,1628,2514,3373,752,46,91,308,1566,3563,1457,14246,6573,50,766,19826,NA,5,2,1,7,2,30,0,0,112,1063,1634,99,1277,2248,4496,7527,2333,17,267,1405,3420,5857,7031,2839,54,372674,11557,11563,12328,12530,13080,13298,12552,11914,11376,10542,10913,10420,11111,11546,11957,11714,11489,11301,11521,11725,12638,12997,13106,13270,13883,14100,14401,14543,14887,14412,61058,59682,113697,173379,138237,0,57669,56250,108166,164416,131900,131900,2354,2227,3475,5702,4400,0,543,501,823,1324,776,0,492,704,1233,1937,1161,0,0.18927904963493347,0.1893773078918457,0.20190638303756714,0.2052147090435028,0.21422253549098969,0.07669902592897415,0.07239630818367004,0.06871651113033295,0.06561348587274551,0.060803212225437164,0.06294303387403488,0.06009954959154129,0.06408503651618958,0.06659399718046188,0.06896452605724335,0.06756296753883362,0.06626523286104202,0.06518090516328812,0.06644979864358902,0.06762641668319702,0.09142269939184189,0.09401968866586685,0.0948081910610199,0.09599456191062927,0.1004289761185646,0.10199873894453049,0.10417616367340088,0.10520338267087936,0.10769186168909073,0.10425573587417603,0.4194372296333313,311616,353985,12456,2643,16308,1672,20819,20836,372674,-3.0683722496032715,-2.3638241291046143,-4.4149489402771,-2.884838104248047,0,399,2590,536,3525,17881,20642,20819,12,1407,3183,6710,6668,13,1414,3239,7190,8980
2001,WV,26,19939,20,23,14,NA,2,2,7,18,14,6,21,13,3,NA,43,40,0,2,0,2,4,0,0,2,5,4,14,12,0,0,2,4,13,8,0,0,0,0,6,5,0,0,10,15,17,2,1,14,25,86,99,22,3,2,12,78,133,37,1,0,0,7,50,80,17,234,296,392,540,110,31,954,1619,2410,3201,730,29,88,285,1372,3168,1412,14,0,0,122,971,1417,23,251,312,412,565,112,39,1006,1676,2526,3334,767,34,91,300,1468,3328,1461,13782,6606,83,694,19412,2,1,1,3,4,NA,16,0,0,130,1035,1502,96,1348,2288,4406,7227,2340,11,274,1401,3530,5818,6682,2683,54,366161,11441,11498,11468,12189,12681,13126,13447,11801,11536,10966,9918,10773,10330,10942,11421,11899,11672,11410,11293,11488,11643,12562,12936,13057,13212,13833,14017,14347,14461,14794,59277,60876,111146,172022,134862,0,55774,57409,105711,163120,128737,128737,2385,2214,3356,5570,4189,0,570,579,886,1465,775,0,548,674,1193,1867,1161,0,0.19300909340381622,0.1939706802368164,0.19346457719802856,0.20562781393527985,0.21392783522605896,0.07630419731140137,0.07817023247480392,0.06860169023275375,0.06706119328737259,0.06374765932559967,0.057655416429042816,0.0626257136464119,0.06005045771598816,0.06360813975334167,0.06639266759157181,0.06917138397693634,0.06785178929567337,0.06632872670888901,0.06564857810735703,0.0667821541428566,0.08633269369602203,0.09314706921577454,0.09592027217149734,0.0968174859881401,0.09796681255102158,0.1025715172290802,0.10393587499856949,0.1063828244805336,0.10722813010215759,0.10969731956720352,0.4195556640625,306884,347631,12144,2810,16030,1675,20388,20399,366161,-3.0952858924865723,-2.3731603622436523,-4.388438701629639,-2.8881266117095947,0,391,2682,563,3636,17609,20189,20388,7,1533,3131,6536,6498,7,1540,3184,6951,8717
