year,stname,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544
2017,AK,146369,4702,4721,4823,4128,3736,4131,4254,4634,5070,5174,5827,5991,6031,5690,5700,5389,5567,5618,5306,5359,5168,5057,5015,4500,4440,4333,4056,4098,3886,3965,22110,23263,56478,79741,44518,0,11946,12984,34767,47751,28627,28627,1230,1358,2329,3687,1640,0,1852,2197,4635,6832,3202,0,7082,6724,14747,21471,11049,0,0.2126639485359192,0.21352329850196838,0.21813659369945526,0.18670284748077393,0.16897331178188324,0.051805220544338226,0.053347714245319366,0.05811314284801483,0.06358084082603455,0.06488506495952606,0.07307408004999161,0.07513073831796646,0.07563235610723495,0.07135601341724396,0.07148142158985138,0.06758129596710205,0.06981351971626282,0.07045309245586395,0.06654042750597,0.06720507889986038,0.11608787626028061,0.11359450221061707,0.11265106499195099,0.1010827049612999,0.09973493963479996,0.09733141958713531,0.09110921621322632,0.0920526534318924,0.08729053288698196,0.08906509727239609,0.35567617416381836,124259,88324,6557,11886
2018,AK,145145,4730,4645,4649,4168,3617,4046,4261,4356,4803,5097,5241,5820,5869,5987,5614,5601,5294,5428,5545,5212,5317,5084,4994,4911,4470,4325,4260,3949,4040,3812,21809,22563,55611,78174,45162,0,11747,12455,33956,46411,28893,28893,1174,1400,2313,3713,1649,0,1829,2125,4562,6687,3329,0,7059,6583,14780,21363,11291,0,0.21688294410705566,0.21298547089099884,0.21316887438297272,0.19111375510692596,0.16584895551204681,0.05175633728504181,0.05450661480426788,0.05572185292840004,0.061439864337444305,0.06520070880651474,0.0670427531003952,0.07444930821657181,0.07507611066102982,0.0765855684876442,0.0718141570687294,0.07164786010980606,0.06772072613239288,0.06943485140800476,0.07093150913715363,0.06667178124189377,0.1177317202091217,0.11257251352071762,0.11057969182729721,0.10874186456203461,0.09897701442241669,0.0957663506269455,0.09432709217071533,0.08744076639413834,0.0894557386636734,0.0844072476029396,0.3569627106189728,123336,87051,6536,11845
2019,AK,144302,4658,4601,4558,4042,3657,3920,4179,4423,4506,4875,5179,5316,5777,5757,5940,5525,5542,5198,5353,5496,5123,5235,5005,4891,4849,4381,4248,4200,3880,3988,21516,21903,55083,76986,45800,0,11527,11993,33460,45453,29256,29256,1153,1368,2355,3723,1635,0,1790,2157,4485,6642,3392,0,7046,6385,14783,21168,11517,0,0.21649006009101868,0.21384085714817047,0.211842343211174,0.18786019086837769,0.16996653378009796,0.050918348133563995,0.054282598197460175,0.0574520044028759,0.05853012204170227,0.06332319974899292,0.06727197021245956,0.06905151903629303,0.07503961771726608,0.07477983087301254,0.07715688645839691,0.07176629453897476,0.07198711484670639,0.06751877069473267,0.0695321261882782,0.07138960063457489,0.1118558943271637,0.11430130898952484,0.10927947610616684,0.10679039359092712,0.10587336122989655,0.09565502405166626,0.09275109320878983,0.09170305728912354,0.08471615612506866,0.08707423508167267,0.35782670974731445,122786,86236,6511,11824
1990,AL,950025,29073,28601,30595,32436,36509,34966,32246,29857,29427,30293,31577,32155,32595,31642,34736,34313,33621,34094,34339,34013,34019,32476,31842,29236,31051,30602,29574,29414,31248,23475,157214,156789,333085,489874,302937,0,103796,109779,236476,346255,223765,223765,50778,44460,90376,134836,73821,0,1031,1027,2318,3345,1591,0,1609,1523,3915,5438,3760,0,0.18492627143859863,0.1819240003824234,0.19460734724998474,0.2063174992799759,0.23222486674785614,0.07137753814458847,0.06582508981227875,0.06094832718372345,0.060070548206567764,0.06183835119009018,0.0644594356417656,0.06563932448625565,0.0665375143289566,0.06459212303161621,0.07090803235769272,0.07004453986883163,0.06863193213939667,0.06959749013185501,0.07009761780500412,0.06943213939666748,0.11229727417230606,0.10720381140708923,0.10511096566915512,0.09650851786136627,0.10249985754489899,0.10101770609617233,0.09762425720691681,0.09709609299898148,0.10315015912055969,0.07749135792255402,0.43854236602783203,792811,673816,259435,5967
1991,AL,960121,28496,29366,30085,30651,34487,36350,34344,31360,29660,29990,30114,31289,32207,31273,34601,33945,33666,33749,33934,35423,34339,33176,33012,30336,32335,30576,29888,29731,29538,32200,153085,161704,330201,491905,315131,0,99627,113171,234534,347705,230945,230945,50703,45679,89419,135098,78406,0,1032,1161,2340,3501,1705,0,1723,1693,3908,5601,4075,0,0.18614494800567627,0.19182807207107544,0.19652481377124786,0.20022210478782654,0.22528007626533508,0.0738963857293129,0.06981836259365082,0.06375214457511902,0.0602961964905262,0.060967057943344116,0.06121913716197014,0.06360781192779541,0.0654740259051323,0.06357528269290924,0.07034081965684891,0.06900722533464432,0.0684400424361229,0.06860877573490143,0.06898486614227295,0.07201187312602997,0.1089673787355423,0.10527685284614563,0.1047564372420311,0.09626472741365433,0.10260812193155289,0.09702631831169128,0.09484309703111649,0.09434489160776138,0.09373244643211365,0.10217972844839096,0.4255021810531616,807036,678277,264207,6238
1992,AL,963462,29859,28781,30738,30271,32566,34415,35787,33464,31163,30148,29930,29910,31433,31004,33899,33979,33281,33902,33695,35047,35822,33550,33710,31690,33288,31971,29885,30072,29864,30338,152215,164977,326080,491057,320190,0,97903,114538,231341,345879,231968,231968,51401,47379,88311,135690,82229,0,1101,1307,2526,3833,1720,0,1810,1753,3902,5655,4273,0,0.1961633265018463,0.18908123672008514,0.20193804800510406,0.19887001812458038,0.2139473706483841,0.07008351385593414,0.07287748903036118,0.06814687699079514,0.0634610652923584,0.0613940954208374,0.060950156301259995,0.06090942770242691,0.06401089578866959,0.06313727051019669,0.06903272122144699,0.06919563561677933,0.0677742063999176,0.06903883069753647,0.06861729174852371,0.07137053459882736,0.11187732219696045,0.10478153824806213,0.10528124123811722,0.09897248446941376,0.10396327078342438,0.09985008835792542,0.09333520382642746,0.09391923248767853,0.09326962381601334,0.09474999457597733,0.4128173887729645,811247,675750,269320,6654
1993,AL,971391,30217,30199,30106,31083,32184,32604,34018,34926,33215,31587,30181,29765,30155,30411,33361,33549,33362,33727,34048,34974,35701,35158,34098,32668,34528,33128,31351,30187,30280,30620,153789,166350,323533,489883,327719,0,98934,113989,228982,342971,235439,235439,51717,48731,87815,136546,85910,0,1198,1587,2677,4264,1857,0,1940,2043,4059,6102,4513,0,0.19648349285125732,0.19636644423007965,0.19576172530651093,0.20211458206176758,0.20927374064922333,0.06655466556549072,0.06944107264280319,0.07129457592964172,0.06780190020799637,0.06447865813970566,0.061608586460351944,0.06075940653681755,0.061555515974760056,0.0620780885219574,0.06809993088245392,0.06848370283842087,0.06810197234153748,0.06884705275297165,0.06950230896472931,0.07139255851507187,0.1089378371834755,0.10728093236684799,0.10404645651578903,0.09968295693397522,0.1053585559129715,0.10108660161495209,0.09566427022218704,0.0921124517917633,0.09239622950553894,0.09343370050191879,0.4113883376121521,817602,677344,274173,7319
1994,AL,975481,30801,30484,31312,30411,32826,32019,32110,33033,34418,33361,31483,29861,29903,29084,32238,32994,32720,33759,33799,35216,35567,34861,35534,33149,35132,34391,32380,31598,30249,30788,155834,164941,321057,485998,333649,0,99655,111446,227002,338448,238245,238245,52769,49679,86781,136460,88817,0,1355,1719,3016,4735,1973,0,2055,2097,4258,6355,4614,0,0.19765262305736542,0.1956184208393097,0.20093175768852234,0.1951499730348587,0.21064722537994385,0.06588298827409744,0.06607022881507874,0.0679694190621376,0.07081922143697739,0.06864431500434875,0.0647801011800766,0.06144263967871666,0.06152905896306038,0.059843868017196655,0.06633360683917999,0.06788916885852814,0.06732538342475891,0.06946324557065964,0.06954555213451385,0.07246120274066925,0.10660004615783691,0.10448405146598816,0.10650113970041275,0.09935291111469269,0.10529628396034241,0.10307538509368896,0.09704809635877609,0.09470431506633759,0.09066114574670792,0.09227661043405533,0.40579718351364136,819647,676348,278046,8063
1995,AL,976277,32621,31239,31223,31529,31862,32435,31381,31009,32324,34187,33091,30958,29875,28755,30414,31874,31993,33051,33718,34805,35732,34572,35007,34569,35174,34941,33448,32498,31485,30507,158474,161336,318534,479870,337933,0,100582,107179,224720,331899,240127,240127,54188,50446,85907,136353,90737,0,1528,1629,3394,5023,2297,0,2176,2082,4513,6595,4772,0,0.20584449172019958,0.19712382555007935,0.19702285528182983,0.198953777551651,0.20105506479740143,0.06759122014045715,0.0653947964310646,0.06461958587169647,0.06735990941524506,0.07124221324920654,0.06895826011896133,0.06451330333948135,0.06225644424557686,0.0599224790930748,0.063379667699337,0.06642215698957443,0.06667014211416245,0.06887490302324295,0.07026486098766327,0.07253006100654602,0.10573693364858627,0.10230430215597153,0.10359153896570206,0.10229542851448059,0.10408572107553482,0.10339623689651489,0.0989781990647316,0.09616699069738388,0.09316935390233994,0.09027528762817383,0.4000088572502136,817803,672608,281278,8848
1996,AL,979413,31956,32706,31525,31655,33101,31569,31958,30418,30371,32089,34074,32655,31174,28907,29870,30303,30962,32522,33221,34914,35595,34867,34792,34407,36483,35206,34147,33750,32502,31714,160943,156405,318602,475007,343463,0,101948,102265,223855,326120,243352,243352,54862,50034,86406,136440,92420,0,1793,1862,3846,5708,2633,0,2340,2244,4495,6739,5058,0,0.19855476915836334,0.20321480929851532,0.195876806974411,0.19668453931808472,0.2056690901517868,0.06646007299423218,0.06727901101112366,0.06403695046901703,0.06393800675868988,0.06755479425191879,0.07173368334770203,0.06874635815620422,0.06562850624322891,0.06085594370961189,0.06288328021764755,0.06379485130310059,0.06518219411373138,0.06846635788679123,0.06993791460990906,0.0735020712018013,0.10363561660051346,0.10151603072881699,0.10129766166210175,0.10017672926187515,0.10622105002403259,0.10250303894281387,0.0994197353720665,0.09826385974884033,0.09463027864694595,0.09233599901199341,0.4023536443710327,818470,671420,283722,10134
1997,AL,978937,32013,32322,32850,31956,33051,32615,31049,30859,29657,29988,31981,33497,32813,30095,29700,29830,29345,31505,32679,34335,35726,34623,34928,34317,35862,36573,34363,34348,33595,32462,162192,154168,315780,469948,346797,0,102359,99759,220118,319877,245006,245006,55352,50073,86565,136638,93734,0,2070,2140,4346,6486,2969,0,2411,2196,4751,6947,5088,0,0.19737718999385834,0.19928233325481415,0.20253773033618927,0.19702574610710144,0.2037770003080368,0.06940129399299622,0.06606901437044144,0.06566470861434937,0.06310698390007019,0.06381131708621979,0.06805220991373062,0.07127809524536133,0.06982261687517166,0.06403899937868118,0.06319848448038101,0.0634751096367836,0.0624430775642395,0.06703933328390121,0.06953748315572739,0.0730612725019455,0.10301703959703445,0.09983650594949722,0.10071597993373871,0.09895414113998413,0.10340920090675354,0.10545939207077026,0.09908678382635117,0.09904353320598602,0.0968722328543663,0.09360519051551819,0.40080273151397705,816745,667242,285724,11525
1998,AL,981509,31563,31948,32171,33538,33468,32678,32249,30159,30215,29309,30054,31589,33835,31882,30787,29940,29054,30119,31929,34023,35488,34987,34825,34907,35662,36347,35879,34806,34464,33634,162688,154610,313212,467822,350999,0,102447,99868,216201,316069,247152,247152,55472,49911,87334,137245,95250,0,2331,2568,4780,7348,3378,0,2438,2263,4897,7160,5219,0,0.19400939345359802,0.19637589156627655,0.19774660468101501,0.20614919066429138,0.20571891963481903,0.069851353764534,0.06893433630466461,0.06446682661771774,0.06458652764558792,0.06264989823102951,0.06424238532781601,0.0675235465168953,0.07232451438903809,0.06814984977245331,0.0658092200756073,0.06399869918823242,0.06210481747984886,0.06438132375478745,0.06825032085180283,0.07272637635469437,0.101105697453022,0.09967834502458572,0.09921680390834808,0.09945042431354523,0.10160142928361893,0.10355300456285477,0.10221966356039047,0.09916267544031143,0.09818831086158752,0.09582363814115524,0.4118680953979492,818821,665668,287967,13057
1999,AL,975875,30842,31663,31794,32652,34739,32720,32141,31027,29217,29529,29190,29474,31711,32692,32084,30978,28939,29691,30402,33089,35034,34533,34915,34809,35720,36049,35439,36159,34601,34042,161690,154634,308250,462884,351301,0,102146,99199,210900,310099,246251,246251,54565,50064,87023,137087,95931,0,2583,2972,5368,8340,3760,0,2396,2399,4959,7358,5359,0,0.1907477229833603,0.19582533836364746,0.19663554430007935,0.20194198191165924,0.21484939754009247,0.07068725675344467,0.06943640112876892,0.06702975183725357,0.06311948597431183,0.06379351764917374,0.06306115537881851,0.06367470324039459,0.06850744783878326,0.07062676548957825,0.06931326538324356,0.06692389398813248,0.0625189021229744,0.06414350122213364,0.06567952036857605,0.07148443162441254,0.09972644597291946,0.09830031543970108,0.09938770532608032,0.0990859717130661,0.10167918354272842,0.10261570662260056,0.10087930411100388,0.10292882472276688,0.09849388152360916,0.09690265357494354,0.4167913794517517,814185,658496,287583,14683
2000,AL,970239,31506,31143,31315,32283,34209,34007,32485,31209,29991,28541,29243,28820,29534,30715,32304,31939,29959,29500,29977,31441,33913,34227,34419,34882,35468,35803,35583,35702,35869,34252,160456,156233,303432,459665,350118,0,101554,99497,205560,305057,244362,244362,53552,50746,86401,137147,95818,0,2877,3542,6226,9768,4325,0,2473,2448,5245,7693,5613,0,0.19635289907455444,0.1940905898809433,0.19516253471374512,0.2011953443288803,0.21319863200187683,0.07398214191198349,0.07067102938890457,0.06789509952068329,0.06524534523487091,0.06209086999297142,0.06361807137727737,0.06269783526659012,0.0642511397600174,0.0668204054236412,0.07027726620435715,0.0694832131266594,0.06517572700977325,0.06417717039585114,0.06521488726139069,0.0683998093008995,0.09686163067817688,0.0977584719657898,0.09830685704946518,0.09962926805019379,0.10130298882722855,0.1022598072886467,0.10163144767284393,0.101971335709095,0.10244831442832947,0.09782987087965012,0.41439396142959595,809783,650973,286517,16970
2001,AL,964270,31259,31776,31141,31505,32587,34845,34134,32021,30573,29244,27912,29030,28631,29157,30207,32043,31789,29908,29520,30002,31544,33922,34217,34414,34860,35390,35768,35462,35632,35777,158268,160817,298199,459016,346986,0,99786,102227,200127,302354,241533,241533,52917,52161,85549,137710,95001,0,3060,3871,7211,11082,4797,0,2505,2558,5312,7870,5655,0,0.19750675559043884,0.20077337324619293,0.19676119089126587,0.1990610808134079,0.20589758455753326,0.07591238617897034,0.07436341792345047,0.06976009905338287,0.06660552322864532,0.06371019780635834,0.06080833822488785,0.06324398517608643,0.06237473338842392,0.06352066248655319,0.06580816209316254,0.06980802118778229,0.06925466656684875,0.06515677273273468,0.06431148201227188,0.06536155939102173,0.09090856462717056,0.09776186943054199,0.09861204773187637,0.09917979687452316,0.10046514868736267,0.10199258476495743,0.10308197140693665,0.10220009088516235,0.10269001871347427,0.10310790687799454,0.40495866537094116,806002,643673,285628,18939
2002,AL,956051,30935,31427,31738,31250,31872,32981,34967,33569,31386,29716,28784,27726,28679,28340,28608,30179,31856,31750,29956,29448,30072,31493,33870,34227,34491,34736,35500,35687,35374,35434,157222,162619,295326,457945,340884,0,98985,102913,196323,299236,236698,236698,52410,52711,85590,138301,93210,0,3307,4268,7955,12223,5288,0,2520,2727,5458,8185,5688,0,0.19675999879837036,0.19988933205604553,0.20186741650104523,0.19876353442668915,0.20271971821784973,0.072019562125206,0.07635632902383804,0.07330356538295746,0.06853661686182022,0.06488988548517227,0.06285470724105835,0.060544390231370926,0.06262542307376862,0.06188515946269035,0.06247038394212723,0.06590092927217484,0.06956294178962708,0.06933146715164185,0.06541396677494049,0.0643046647310257,0.08821769058704376,0.09238626807928085,0.09935931116342545,0.10040658712387085,0.1011810451745987,0.10189976543188095,0.1041409969329834,0.1046895682811737,0.10377137362957001,0.10394738614559174,0.4014832377433777,798829,634919,283921,20818
2003,AL,951564,30923,31123,31399,32148,31884,32419,33163,34608,33067,30662,29387,28797,27607,28439,27811,28884,30160,32057,31953,29952,29560,30015,31562,33939,34373,34404,34929,35478,35587,35274,157477,163919,295047,458966,335121,0,99139,103189,194150,297339,231795,231795,52332,53202,86184,139386,91765,0,3527,4550,9085,13635,5759,0,2479,2978,5628,8606,5802,0,0.19636517763137817,0.1976352035999298,0.19938784837722778,0.20414409041404724,0.2024676650762558,0.0706348642706871,0.07225589454174042,0.07540427893400192,0.07204673439264297,0.06680668890476227,0.06402871012687683,0.06274320930242538,0.060150425881147385,0.061963196843862534,0.06059490144252777,0.06293276697397232,0.06571292877197266,0.06984613090753555,0.06961953639984131,0.06525973230600357,0.088206946849823,0.08956466615200043,0.09418090432882309,0.10127387195825577,0.10256892442703247,0.10266142338514328,0.10422802716493607,0.10586623847484589,0.1061914935708046,0.10525750368833542,0.40661174058914185,794087,628273,283483,22921
2004,AL,949720,31903,31247,31160,31988,32961,32201,32454,32690,34147,32244,30427,29497,28657,27485,27885,28299,28846,30513,32386,32056,30274,29668,30131,31619,34138,34256,34791,34888,35377,35532,159259,163736,296051,459787,330674,0,99923,102782,192605,295387,228069,228069,52999,53035,87214,140249,90303,0,3779,4929,10114,15043,6340,0,2558,2990,6118,9108,5962,0,0.2003214955329895,0.19620241224765778,0.19565613567829132,0.20085521042346954,0.20696476101875305,0.07003460079431534,0.07058485597372055,0.07109814137220383,0.07426699995994568,0.07012812793254852,0.06617629528045654,0.06415361911058426,0.06232668459415436,0.05977768078446388,0.06064764782786369,0.06154806539416313,0.06273774802684784,0.06636333465576172,0.07043696194887161,0.06971924006938934,0.09155240654945374,0.08971978724002838,0.09111995249986649,0.09561985731124878,0.10323762893676758,0.10359447449445724,0.10521238297224045,0.10550572723150253,0.10698452591896057,0.10745326429605484,0.4078199863433838,790461,623379,283551,25162
2005,AL,950989,33279,32224,31254,31896,33048,33413,32427,32218,32176,33438,32168,30579,29436,28476,26840,28606,28236,29336,30956,32594,32422,30436,29797,30242,31839,34055,34635,34807,34825,35331,161701,163672,297227,460899,328389,0,101155,102097,191304,293401,225743,225743,53769,53025,88503,141528,89512,0,4159,5406,11059,16465,6971,0,2618,3144,6361,9505,6163,0,0.20580577850341797,0.19928139448165894,0.19328266382217407,0.19725295901298523,0.204377219080925,0.07249527424573898,0.07035598158836365,0.06990251690149307,0.0698113888502121,0.07254951447248459,0.06979403644800186,0.0663464218378067,0.06386648863554001,0.061783600598573685,0.058234017342329025,0.06206565722823143,0.06126287952065468,0.06364952027797699,0.06716439127922058,0.07071831077337265,0.09873046725988388,0.09268276393413544,0.09073690325021744,0.09209199994802475,0.09695513546466827,0.10370323061943054,0.10546942800283432,0.10599319636821747,0.10604801028966904,0.10758886486291885,0.401630163192749,789288,620299,284809,27595
